afkorting,alias,author,begrip,GGM-bron,created,datum_opname,definitie,domain,domain_name,herkomst,herkomst_definitie,GGM-guid,is_domain,modelnaam_kort,modified,GGM-naam,parent_package_id,phase,release,schema_id,status,stereotype,GGM-toelichting,uri,version,visibility,GGM-uml-type,Datum-tijd-export
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-04 15:13:41,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de structuur en indeling van een organisatie, inclusief de inrichting en uitvoering van programma’s en projecten.","Package: ""Organisatie-indeling""",Organisatie-indeling,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_2883DC11_62ED_42cd_A0D6_855258F32079,True,,2025-03-27 15:28:35,Organisatie-indeling,EAPK_BB0CE95E_98B3_48ec_905F_5512A5AB221C,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-04-25 16:26:11,,,"Package: ""10 Dienstverlening""",Dienstverlening,,,EAPK_685EDFBE_D51A_462d_809B_C1D30E1E4124,False,,2025-03-27 15:28:35,Diagram,EAPK_5CA50A0D_7FDC_40ea_B3F3_F85E008D3549,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-04-16 13:48:36,,"Het informatiedomein dat gegevens omvat over meldingen, aanvragen, baliecontacten, telefonische afhandeling en digitale interacties die faciliterend zijn voor andere domeinen.","Package: ""10 Dienstverlening""",Dienstverlening,,,EAPK_7F780248_C88C_450f_8318_98C5020AB372,False,,2025-03-27 15:28:35,Model Dienstverlening,EAPK_5CA50A0D_7FDC_40ea_B3F3_F85E008D3549,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.5,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,mkampen,,,2023-09-27 10:05:11,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het subdomein dat gegevens omvat over adressen en gebouwen in Nederland, gebaseerd op het Informatiemodel BAG (IMBAG), waarbij uitsluitend die elementen zijn opgenomen die relevant zijn voor gemeenten en andere lagere overheden.","Package: ""BAG""",BAG,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1,True,,2025-03-27 15:28:35,BAG,EAPK_2EEC0A24_2953_49cb_9CF1_1A19CCE84E97,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-05-15 10:31:15,,,"Package: ""99 Kern""",Kern,,,EAPK_75535217_3C60_4892_A084_36FDA787F5DB,False,,2018-05-15 10:31:15,Dimensies,EAPK_2EEC0A24_2953_49cb_9CF1_1A19CCE84E97,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-05-09 15:50:50,,,"Package: ""99 Kern""",Kern,,,EAPK_AAA67C44_7E28_448e_9D8A_0361A6703780,False,,2019-05-09 15:50:50,Generiek,EAPK_2EEC0A24_2953_49cb_9CF1_1A19CCE84E97,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-25 11:48:52,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het subdomein dat gegevens omvat over gemeentelijke zaakgerichtheid, gebaseerd op RGBZ 1.0, met uitbreidingen voor specifieke toepassingen zoals leges en precario.","Package: ""RGBZPlus""",RGBZPlus,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D,True,,2025-03-27 15:28:35,RGBZPlus,EAPK_2EEC0A24_2953_49cb_9CF1_1A19CCE84E97,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-04-25 11:48:32,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het subdomein dat gegevens omvat over gemeentelijke basisgegevens, gebaseerd op het Referentiemodel Stelsel van Gemeentelijke Basisgegevens (RSGB) v2.0.2, aangevuld met specifieke uitbreidingen voor lokaal gebruik en aanvullingen uit RSGB v3.0.","Package: ""RSGBPlus""",RSGBPlus,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3,True,,2025-03-27 15:28:35,RSGBPlus,EAPK_2EEC0A24_2953_49cb_9CF1_1A19CCE84E97,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-07-12 16:10:28,,,"Package: ""Burgerzaken""",Burgerzaken,,,EAPK_3F06C9A2_5353_4e00_A10F_F0F73382C8B0,False,,2018-07-12 16:10:28,Diagram,EAPK_C84D590F_615F_4671_B4C2_7610C80F33F4,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-07-12 16:10:38,,"Het informatiedomein dat gegevens omvat over de registratie en dienstverlening met betrekking tot de persoonlijke levenssfeer van inwoners, gericht op het vastleggen en verstrekken van officiële documenten en informatie.","Package: ""Burgerzaken""",Burgerzaken,,,EAPK_CB32EECB_A233_4c7b_9382_76D036E0A480,False,,2025-03-27 15:28:35,Model Burgerzaken,EAPK_C84D590F_615F_4671_B4C2_7610C80F33F4,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-05-13 16:48:51,,,"Package: ""Griffie""",Griffie,,,EAPK_14BDBDA9_ADD9_4d67_8738_A832639B45E6,False,,2019-05-13 16:48:51,Diagram,EAPK_462ADAB3_19AB_405b_9BB5_0951DA70BFA0,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-05-13 16:48:32,,"Het informatiedomein dat gegevens omvat over de ondersteuning van de gemeenteraad en de organisatie van raadsprocessen, gericht op het faciliteren van besluitvorming en democratische controle.
","Package: ""Griffie""",Griffie,,,EAPK_9EBFD9E7_BB04_45c9_97BB_426207B40292,False,,2025-12-16 10:28:45,Model Griffie,EAPK_462ADAB3_19AB_405b_9BB5_0951DA70BFA0,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.6.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-11-13 09:10:06,,,"Package: ""Mobiliteit""",Mobiliteit,,,EAPK_D978AA80_9B29_4e2a_9587_1A95E15C4061,False,,2019-02-13 13:34:18,Diagram,EAPK_02FD7722_6B39_4e67_A30D_D501E2716B6F,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-03-21 11:47:02,,"Het informatiedomein dat de structuur, definities en relaties van gegevens omvat met betrekking tot verkeer en vervoer van personen en goederen, gericht op het faciliteren van efficiënte en duurzame mobiliteit.","Package: ""Mobiliteit""",Mobiliteit,,,EAPK_13DD932C_4F69_4c62_B2D5_6676B5E5E24A,False,,2025-03-27 15:28:35,Model Mobiliteit,EAPK_02FD7722_6B39_4e67_A30D_D501E2716B6F,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.4,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-02-13 13:34:49,,,"Package: ""Parkeren""",Parkeren,,,EAPK_A3A7D6DD_B42F_48d4_9677_555278ADBC36,False,,2019-02-13 13:34:49,Diagram,EAPK_AF9ED49C_3050_4403_98C8_8DC06A705338,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-02-13 13:34:38,,"Het informatiedomein dat gegevens omvat over het stilstaan van voertuigen op een daarvoor bestemde plaats, met als doel het reguleren van parkeerruimte en het bevorderen van leefbaarheid, bereikbaarheid en mobiliteit binnen de gemeente.","Package: ""Parkeren""",Parkeren,,,EAPK_13EDB396_DEDA_41f8_B4D8_68EBB2D5EF64,False,,2025-03-27 15:28:35,Model Parkeren,EAPK_AF9ED49C_3050_4403_98C8_8DC06A705338,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-10-07 17:03:30,,,"Package: ""Leerplicht en Leerlingenvervoer""",Leerplicht en Leerlingenvervoer,,,EAPK_CB9BC88C_BE33_4e2a_BD7E_0D0612A2444D,False,,2019-10-07 17:03:30,Diagram,EAPK_F717C1C4_7FF4_4024_BDFE_7F424C8EC0E9,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-10-07 17:03:22,,"Het informatiedomein dat gegevens omvat over de naleving van de leerplichtwet en de organisatie van leerlingenvervoer, gericht op het waarborgen van toegang tot onderwijs voor alle kinderen en jongeren.","Package: ""Leerplicht en Leerlingenvervoer""",Leerplicht en Leerlingenvervoer,,,EAPK_6F2E0E52_6244_4227_B563_738DCF19E6C9,False,,2025-03-27 15:28:35,Model Leerplicht en Leerlingenvervoer,EAPK_F717C1C4_7FF4_4024_BDFE_7F424C8EC0E9,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-05-04 14:46:05,,,"Package: ""Onderwijs""",Onderwijs,,,EAPK_66A19602_D3B9_458c_8EE6_66F383842148,False,,2025-03-27 15:28:35,Diagram,EAPK_914BE44C_2654_456f_A20E_C196DCEB20D9,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.5,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-05-04 14:45:56,,"Het informatiedomein dat gegevens omvat over onderwijsvoorzieningen, leerlingenstromen, taken in het onderwijsveld  en educatieve ondersteuning.","Package: ""Onderwijs""",Onderwijs,,,EAPK_CD9BF007_85C6_4af9_B3F4_2CAB5BF26B5E,False,,2025-03-27 15:28:35,Model Onderwijs,EAPK_914BE44C_2654_456f_A20E_C196DCEB20D9,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.5,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-06-05 16:35:32,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over archeologische opgravingen, onderzoeken en besluitvorming, gericht op het behoud, de bescherming en de ontsluiting van archeologisch erfgoed binnen de kaders van de Erfgoedwet.","Package: ""Archeologie""",Archeologie,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_CDBD96D1_44EA_401b_A0EF_9D235D437D17,True,,2025-03-27 15:28:35,Archeologie,EAPK_44E38F87_AE1C_45c6_B0AB_1366F32ADB28,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2018-06-05 16:35:44,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de vorming, het beheer, de toegankelijkheid en de duurzame bewaring van archieven, inclusief documenten en collecties van cultuurhistorische waarde.","Package: ""Archief""",Archief,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_10EED4F6_744C_40c0_8B37_EFFC7E5EEC21,True,,2025-03-27 15:28:35,Archief,EAPK_44E38F87_AE1C_45c6_B0AB_1366F32ADB28,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.5,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-08-15 11:26:50,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
",Alle generieke objecttypen die gebruikt worden door de verschillende erfgoeddomeinen,"Package: ""Generieke Entiteiten Erfgoed""",Generieke Entiteiten Erfgoed,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_4D0C0DDA_ACE2_4e71_8915_2295B450CE2A,True,,2025-12-18 15:38:53,Generieke Entiteiten Erfgoed,EAPK_44E38F87_AE1C_45c6_B0AB_1366F32ADB28,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.3.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,Arjen Brienen,,,2019-07-03 14:46:07,"#NOTES#Description: MIM 1.1: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over de aanwijzing, bescherming en instandhouding van monumenten, inclusief gebouwen, objecten en landschappen, die van cultuurhistorische, wetenschappelijke of esthetische waarde zijn.","Package: ""Monumenten""",Monumenten,"#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaraan het modelelement ontleend is dan wel de eigen organisatie indien het door de eigen organisatie toegevoegd is.
","#NOTES#Description: MIM 1.1: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_45B88627_6F44_4b6d_BE77_3EC51BBE679E,True,,2025-07-22 14:47:30,Monumenten,EAPK_44E38F87_AE1C_45c6_B0AB_1366F32ADB28,1.0,,GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: MIM 1.1: Een inhoudelijke toelichting op de definitie, ter verheldering of nadere duiding.
",,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-08-12 10:54:18,,,"Package: ""Musea""",Musea,,,EAPK_58964F0C_A75C_4eeb_A898_0001E954AA45,False,,2025-03-27 15:28:35,Diagram,EAPK_968E06DC_172D_4e4f_9084_1F7B097620CC,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-08-12 10:54:01,,"Het informatiedomein dat gegevens omvat over de verwerving, het beheer, het onderzoek en de presentatie van museale collecties en tentoonstellingen binnen een overheidsorganisatie.","Package: ""Musea""",Musea,,,EAPK_BC31E8F4_1A54_4d7a_A3D5_C9B72022BBD9,False,,2025-03-27 15:28:35,Model Musea,EAPK_968E06DC_172D_4e4f_9084_1F7B097620CC,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-07-08 17:07:43,,,"Package: ""Sport""",Sport,,,EAPK_679330EA_F82A_4e75_9BA3_D61B94798B91,False,,2019-07-08 17:07:43,Diagram,EAPK_02364A0F_CCFA_46ba_BB30_BFCAB446F602,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-07-08 17:07:53,,"Dit informatiedomein bevat data over collectiebeheer, tentoonstellingen, bezoekersaantallen en educatieve activiteiten van musea die onderdeel zijn van een overheidsorganisatie. Het ondersteunt de uitvoering van de museale functie conform de Erfgoedwet, inclusief het beheer van eventuele rijkscollecties. De gegevens worden gebruikt voor beleidsontwikkeling, verantwoording en publieksbereik van het cultureel erfgoed.","Package: ""Sport""",Sport,,,EAPK_D6E7B2AB_8AD0_4c88_8742_3970AEDB4203,False,,2025-03-27 15:28:35,Model Sport,EAPK_02364A0F_CCFA_46ba_BB30_BFCAB446F602,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,Arjen Brienen,,,2024-09-03 08:13:22,,,"Package: ""Dak- en thuislozen""",Dak- en thuislozen,,,EAPK_7F42DA4C_F901_49ac_84C0_656CBCC5E426,False,,2025-03-27 15:28:35,Diagram,EAPK_7EBCDBB1_6E9C_4f09_AE96_71822F2CC050,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2024-09-03 08:13:14,,"Het informatiedomein dat gegevens omvat over mensen zonder vaste woon- of verblijfplaats, gericht op het in kaart brengen van de omvang, kenmerken en ondersteuningsbehoeften van deze doelgroep.","Package: ""Dak- en thuislozen""",Dak- en thuislozen,,,EAPK_95AB6823_A14D_461c_A034_C5060BD659E0,False,,2025-03-27 15:28:35,Model Dak- en thuislozen,EAPK_7EBCDBB1_6E9C_4f09_AE96_71822F2CC050,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-09-17 15:55:37,,,"Package: ""Gemeentebegrafenissen""",Gemeentebegrafenissen,,,EAPK_85142383_7F60_41cf_AF41_9B8734C388C4,False,,2019-09-17 15:55:37,Diagram,EAPK_69713AD3_FECC_4964_8F11_79C8755F710E,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2019-09-17 15:55:09,,"Het informatiedomein dat gegevens omvat over gemeentelijke uitvaarten, uitgevoerd wanneer niemand anders in de lijkbezorging voorziet, zoals vastgelegd in de Wet op de lijkbezorging.","Package: ""Gemeentebegrafenissen""",Gemeentebegrafenissen,,,EAPK_C1AFCF43_8159_462b_9552_03F2EF070141,False,,2025-03-27 15:28:35,Model Gemeentebegrafenissen,EAPK_69713AD3_FECC_4964_8F11_79C8755F710E,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-05-15 16:29:40,,,"Package: ""Generiek Jeugd en Wmo""",Generiek Jeugd en Wmo,,,EAPK_DC45FF0A_35B5_4eb2_ADBC_72D9FCE10CB6,False,,2018-05-15 16:29:40,Diagram,EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2018-05-15 16:29:14,,Alle generieke objecttypen die zowel voor de Wmo als voor uitvoering van de jeugdwet worden gebruikt,"Package: ""Generiek Jeugd en Wmo""",Generiek Jeugd en Wmo,,,EAPK_B3B8C80B_FA8A_4058_8731_00B21A9EFE76,False,,2025-03-27 15:28:35,Model Jeugd en Wmo Generiek,EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.5,,Package,12052026-14:54:02
,,Arjen Brienen,,,2025-07-28 13:52:54,,,"Package: ""Inburgering""",Inburgering,,,EAPK_41FFEAC2_A13C_49b2_A53C_8FA458B6FA56,False,,2025-12-18 15:38:53,Diagram,EAPK_59E49EEB_D8EB_4e49_A5E2_62244987690E,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1.0,,Package,12052026-14:54:02
,,mkampen,,,2022-11-22 11:46:08,,"Het informatiedomein dat gegevens omvat over de uitvoering van de Wet inburgering, gericht op het ondersteunen van inburgeraars bij hun integratie en participatie in de Nederlandse samenleving.","Package: ""Inburgering""",Inburgering,,,EAPK_1A306FCA_5794_4a29_A5FA_EAE2DBD07DA6,False,,2025-03-27 15:28:35,Model Inburgering,EAPK_59E49EEB_D8EB_4e49_A5E2_62244987690E,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.1,,Package,12052026-14:54:02
,,janbr,,,2024-06-27 21:51:28,,"Het Dienstenmodel biedt een gestructureerde weergave van de processen en objecttypen die betrokken zijn bij het leveren van diensten binnen het sociaal domein. Het model richt zich op de relaties tussen aanvragen, besluiten, rechten en voorwaarden die de basis vormen voor het verstrekken van voorzieningen.","Package: ""Diensten""",Diensten,,,EAPK_21489181_D319_96D3_FC70_281C3303E934,True,,2025-03-27 15:33:06,Diensten,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,1.0,20250327,GGM_ROOT_SCHEMA,Proposed,Domein,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2025-03-27 11:31:16,"#NOTES#Description: De datum waarop het modelelement is opgenomen in het informatiemodel.
","Het informatiedomein dat gegevens omvat over inkomensvoorzieningen, -regelingen en financi&#235;le ondersteuning voor inwoners, gericht op het waarborgen van bestaanszekerheid en participatie in de samenleving.
","Package: ""Model Inkomen""",Model Inkomen,"#NOTES#Description: De naam van een modelelement.
","#NOTES#Description: De registratie of het informatiemodel waaruit de definitie is overgenomen dan wel een aanduiding die aangeeft uit welke bronnen de definitie is samengesteld.
",EAPK_7A13550B_AC75_4783_BD16_A9ED6E86172A,True,,2025-12-18 15:38:53,Model Inkomen,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,1.0,20250423,GGM_ROOT_SCHEMA,Proposed,Domein,<memo>,,1.8.0,,Package,12052026-14:54:02
,,janbr,,,2024-06-27 21:51:28,,Het onderdeel Normafwijking bricht zich op de registratie en afhandeling van situaties waarin een afwijking van de gestelde normen wordt geconstateerd bij inkomensvoorzieningen.,"Package: ""Normafwijking""",Normafwijking,,,EAPK_1AF36C69_888E_945B_4A20_2632D26A4D4C,True,,2025-03-27 15:33:35,Normafwijking,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,1.0,20250327,GGM_ROOT_SCHEMA,Proposed,Domein,,,1.0,,Package,12052026-14:54:02
"#NOTES#Description: Afkorting van dit model. Deze afkorting wordt o.a. gebruikt waar informatie over het model wordt gepubliceerd.
",,janbr,,,2024-06-27 21:51:28,,"Het onderdeel Reden aanvraag richt zich op de registratie en categorisatie van redenen waarom een cli&#235;nt een inkomensvoorziening aanvraagt. Dit model biedt een overzicht van de verschillende soorten redenen en hun onderlinge relaties, waardoor gemeenten deze informatie gestructureerd kunnen vastleggen en verwerken.","Package: ""Reden aanvraag""",Reden aanvraag,,,EAPK_1BEB04DF_888E_945B_4A20_2791BFAE4D4C,True,,2025-03-27 15:33:59,Reden aanvraag,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,1.0,"20230101#NOTES#Description: Dit bevat de releasedatum in het format yyyymmdd . De releasedatum wordt mede gebruikt om een model, koppelvlak of bericht uniek te identificeren in Imvertor.
#NOTES#Description: Dit bevat de releasedatum in het format yyyymmdd . De releasedatum wordt mede gebruikt om een model, koppelvlak of bericht uniek te identificeren in Imvertor.
",GGM_ROOT_SCHEMA,Proposed,Domein,"#NOTES#Description: Aanvullende beschrijving van het construct met de bedoeling dat te verduidelijken.
",,1.0,,Package,12052026-14:54:02
,,janbr,,,2024-06-27 21:51:28,,Het onderdeel Terug- en Invordering richt zich op de processen en gegevens rondom het terugvorderen en invorderen van onterecht verstrekte inkomensvoorzieningen. Dit model biedt een gestructureerde weergave van de objecttypen en hun onderlinge relaties die nodig zijn om deze financi&#235;le processen effectief te beheren.,"Package: ""Terug- en invordering""",Terug- en invordering,,,EAPK_1AF9ED18_888E_945B_4A20_263C09D54D4C,True,,2025-03-27 15:34:19,Terug- en invordering,EAPK_2AB7A09D_D0B6_4159_A23A_119C7935966B,1.0,20250327,GGM_ROOT_SCHEMA,Proposed,Domein,,,1.0,,Package,12052026-14:54:02
,,Arjen Brienen,,,2024-04-22 15:35:36,,,"Package: ""Jeugdbescherming en reclassering""",Jeugdbescherming en reclassering,,,EAPK_7484E2D6_CDA1_4c1a_B129_7CC0C9443A3F,False,,2025-03-27 15:28:35,Diagram,EAPK_62D673ED_9400_4c5a_904C_A4DB16775C5B,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
,,Arjen Brienen,,,2024-04-22 15:35:55,,"Dit informatiedomein bevat data over inburgeringsplichtigen, zoals persoonlijke gegevens, voortgang in het inburgeringstraject, behaalde resultaten en ondersteuning door gemeenten. Het domein faciliteert de samenwerking en gegevensuitwisseling tussen gemeenten, DUO, COA en andere ketenpartners. De structuur van dit domein is gebaseerd op het informatiemodel Inburgering van de VNG, dat zorgt voor gestandaardiseerde gegevensuitwisseling en procesvoering binnen de inburgeringsketen. Hierdoor wordt een efficiënte uitvoering van de Wet inburgering ondersteund.","Package: ""Jeugdbescherming en reclassering""",Jeugdbescherming en reclassering,,,EAPK_A5CFE1A5_DE7F_431a_B809_749E6D268B1F,False,,2025-03-27 15:28:35,Model Jeugdbescherming,EAPK_62D673ED_9400_4c5a_904C_A4DB16775C5B,1.0,,GGM_ROOT_SCHEMA,Proposed,,,,1.2,,Package,12052026-14:54:02
